dialog box	2489 *
mm pt	3
pt pc	3
pc px	3
percentage followed	3
character length	3
popup control	3
current webhelp	3
package explorer	3 *
files read	3
fully tested	3
officially tested	3
recommended 8	3
ram2 gb	3
remote update	3
engine performs	3
href="topic.dita copy-to="topic2.dita	3
clipboard contains	3
similar purposes	3
purposes choose	3
target web	3
profiled fragment	3
value form	3
control pop	3
publish dita-ot	3
edit olink	3 *
itemized list	3
values generated	3
elements full	3
displays simple	3
generated sitemap.xml	3
changefreq element	3
maximum length	3 *
output log	3
enable mouse-wheel	3
mouse-wheel zooming	3
way inertia	3
inertia affects	3
specific section	3
example contextid=topicid#anchor	3
closest element	3
tags deletes	3
valid hexadecimal	3
first reference	3
xml search	3
searched words	3
widths colwidth	3
tab tells	3
width proportional	3
proportional relative	3
values listed	3
shares followed	3
3 causes	3
causes widths	3
16.7 33.3	3
width proportions	3
insert drag	3
1 dynamic	3
cell changes	3
rendered width	3
width dynamically	3
fixed column	3
relcolwidth attribute	3
predefined scope	3
last point	3
document shift	3
shift left/right	3
specific open	3
startup dita	3
nologo cf	3
resource selecting	3
side-pane stripe	3
private information	2
automatically identified	2
existing rule	2
use delete	2
automatically restored	2
history favorites	2
application's installation	2
configuration xml	2
enable logging	2
appender logger	2
rules stored	2
default memory	2
fully editable	2
selected ai	2
structure model	2
model consumes	2
certain number	2
schemas xsd	2
schematron dtd	2
supported oxygen	2
configuration ai	2
fusion installation	2
side-pane accessible	2
side-pane appears	2
service tab	2
necessary details	2 *
main box	2
response insert/replace	2
accept some	2
problem copy	2
bottom chat	2
continue previous	2
attach resources	2
context attach	2
engine attach	2
computer use	2
excel xslx	2
attached chips	2
chip area	2
key various	2
small button	2
contains image	2
example ask	2
text surrounding	2
ai full	2
full context	2
context ai	2
xml image	2
generation update	2
generated formula/equation	2
equation index	2
selection rewrite	2
errors use	2
review proof	2
proof read	2 *
read add	2
grammar spelling	2
comments change	2
comment suggestions	2
category translate	2
language english	2
markup intelligent	2
agents expand	2
functionality split	2
manager fix	2
problems dita	2
document marketing	2
add references	2
diff button	2
recorded webinar	2
ai-powered web	2
web authoring	2
collaboration webinar	2
webinar meet	2
meet oxygen	2
ai-enabled dita	2
xml editor/author/developer/json	2
editor/author/developer/json editor	2
turn uses	2
uses functionality	2
subscription-based model	2
github accounts	2
service openai	2
customization demos	2
demos videos	2
videos webinars	2
various uses	2
uses cases	2
webinars ai	2
ai development	2
webinars leveraging	2
correction ai-powered	2
resolution ai	2
positron samples	2
samples playground	2
playground webinar	2
webinar vibe	2
vibe authoring	2
positron 8.0	2
webinar leveraging	2
correction webinar	2
resolution webinar	2
work elevating	2
documentation workflows	2
positron blog	2
tom johnson	2
type openai	2
flows service	2
required system	2
properties variable	2
correct authentication	2
https://generativelanguage.googleapis.com api	2
google ai	2
ai studio	2
parameters vertex	2
preferences tab	2
upload actions	2 *
configuring settings	2
enable project-based	2
rag enables	2
enables retrieval-augmented	2
current open	2
chat interactions	2
interactions generate	2
meaningful responses	2
retrieval token	2
token limit	2
upper amount	2
enhance responses	2
external retrieval	2
generation sources	2
sources oxygen	2
feedback product	2
feedback administrative	2
interface find	2
version's tile	2
installation information	2
unique deploymenttoken	2
deploymenttoken value	2
token field	2
site description	2
retrieval site	2
enable writing	2
apply custom	2
additional custom	2
created file	2
actions option	2
existing plugins	2
reference existing	2
accurate responses	2
get_current_document_text retrieves	2
get_current_document_markup retrieves	2
search_webhelp_content returns	2
associated oxygen	2
search_oxygen_feedback_site_content returns	2
token passed	2
get_current_document_location retrieves	2
location absolute	2
absolute path/url	2
particular lines	2
lines range	2
save_document saves	2
writes content	2
edit_document performs	2
performs exact	2
string replacements	2
lightweight tool	2
small exact	2
exact changes	2
validate_content validates	2
collected validation	2
agentic property	2
invoke_ai_agent invokes	2
agent id	2
agent ids	2
retrieve_ai_agents tool	2
extending functionality	2
main extension	2
connectors extension	2
developers build	2
enables connections	2
ai providers	2
built-in options	2
add oxygen-ai-positron-api	2
ro.sync.exml.plugin.ai.aiconnectorspluginextension interface	2
classes extension	2
extension type="aiconnectors	2
type="aiconnectors class="my.pack.customaiconnectorsproviderpluginextension	2
openai chat	2
aiconnectors extension	2
developers add	2
custom callback	2
callback tools	2
custom interactions	2
steps implement	2
ro.sync.exml.plugin.ai.aifunctionspluginextension interface	2
classes:<extension type="aifunctions	2
type="aifunctions class="my.pack.customaifunctionsproviderpluginextension	2
aifunctions extension	2
demo web	2
two predefined	2
window object	2
implemented like	2
example):@webapprestsafe webappcompatible	2
webappcompatible public	2
extends authoroperationwithresult	2
authoroperationwithresult override	2
string dooperation(authordocumentmodel	2
dooperation(authordocumentmodel model	2
model argumentsmap	2
argumentsmap args	2
args throws	2
positron connectors	2
oxygeninstalldir}/plugins ensure	2
correct location	2
enterprise add-on	2
add-on use	2
key install	2
choose encrypt	2
urls referenced	2
author vpat	2
testing desktop	2
narrator axe	2
axe applicable	2
provides text	2
content 1.2.1	2
prerecorded audio-only	2
video-only content	2
content 1.2.2	2
description 1.3.1	2
elements provide	2
provide programmatic	2
programmatic information	2
group titles	2
programmatically associated	2
example new	2
sequence 1.3.3	2
shape size	2
size visual	2
visual location	2
location orientation	2
focus 2.1.4	2
shortcuts mapped	2
letter punctuation	2
punctuation number	2
symbol characters	2
characters 2.2.1	2
flashes 2.4.1	2
keyboard navigation	2
actions respectively	2
tab label	2
meaningful order	2
order 2.4.4	2
meaningful link	2
link phrases	2
phrases 2.5.1	2
button text	2
controls 3.1.1	2
page 3.2.1	2
supports context	2
context changes	2
unexpected changes	2
elements 3.2.6	2
text input	2
contain repeatable	2
repeatable multi-step	2
processes 4.1.1	2
accessibility parsing	2
errors 4.1.2	2
product’s interface	2
presents name	2
value information	2
cases exceptions	2
provide live	2
live media	2
captions 1.2.5	2
personal information	2
field uses	2
provide sufficient	2
truncated text	2
prevents users	2
text 1.4.10	2
action panel	2
changing text	2
250 zoom	2
dragging functionality	2
supports targets	2
pointer events	2
feature displays	2
content sections	2
require cognitive	2
messages level	2
new message	2
users 302.2	2
visual layout	2
focus indicators	2
information status	2
manipulation 302.8	2
require reach	2
use 302.9	2
wcag level	2
administrative privileges	2
some object	2
supports 502.3.3	2
technology 502.3.5	2
technology 502.3.6	2
supports 502.3.7	2
supports 502.3.9	2
focused element	2
supports 502.3.14	2
notification partially	2
status change	2
application 503.3	2
provide format	2
conversion 504.2.2	2
provide pdf	2
export 504.3	2
accessibility information	2
necessary documentation	2
electronically 603	2
manual section	2
section dedicated	2
accessibility 603.3	2
author's ability	2
connection open	2
add connection	2 *
project id	2 *
project e.g	2
e.g us-central1	2
us-central1 model	2
e.g google/gemini-2.5-flash	2
google/gemini-2.5-flash credential	2
google credential	2
credential json	2
google cloud’s	2
cloud’s application	2
application default	2
default credentials	2
documentation searching	2
locations google_application_credentials	2
google_application_credentials environment	2
attached service	2
named custom	2
query parameters.the	2
parameters.the oxygen	2
author version	2
version 27.1.0	2
connector download	2
service administration	2
connector base	2
https://api.openai.com/v1 api	2
use environmental	2
client credential	2
credential flow	2
e.g example-123abc.us.auth0.com	2
defined positron_connector_auth_client_id	2
requesting client	2
client positron_connector_auth_client_secret	2
client positron_connector_auth_audience	2
token typically	2
service you're	2
you're accessing	2
accessing optional	2
optional positron_connector_auth_organization	2
identifier optional	2
optional positron_connector_auth_scope	2
2.0 scope	2
token optional	2
optional positron_connector_auth_token_url	2
positron_connector_auth_token_url full	2
oauth token	2
token request	2
request example	2
example https://your-okta-domain.com/oauth2/abc123/v1/token	2
constructed automatically	2
pattern https://<positron_connector_auth_domain>/oauth/token	2
auth0 client	2
flow parameters	2
parameters model	2
use enable	2
execute requests	2
support streaming	2
default extra	2
oxygen-ai-positron-api artifact	2
repository configuration	2
ui parameters	2
runtime service	2
common types	2
functions enables	2
applying schematron	2
transformations cache	2
cache responses	2
identical prompts	2
default responses	2
identical requests	2
stored cached	2
cached resulting	2
fewer requests	2
faster completion	2
completion times	2
cache cache	2
maximum limit	2
size notify	2
requests exceeds	2
xpath ai	2
various sample	2
connect button	2
action's id	2
json exported	2
exported representation	2
provides advanced	2
advanced support	2
documentation writers	2
plugin requires	2
skills load	2
standard format	2
skill file	2
specification format	2
description followed	2
plugin distributions	2
jira issue	2
issue use	2
multiple defined	2
multi-line parameter	2
action starts	2
val lang="de_de">...</val	2
lang="de_de">...</val key	2
ui example	2
styles description	2
tooltip example	2
id title	2
description value	2
english description	2
like dita	2
document belonging	2
opened example	2
framework dita	2
examples some	2
some companies	2
adopt prompt	2
prompt methodologies	2
methodologies like	2
like costar	2
prompt value	2
prompt defined	2
contextprompt variable	2
ai action's	2
action's json	2
value like	2
id improve.grammar.custom	2
improve.grammar.custom title	2
title expand-params	2
name contextprompt	2
contextprompt value	2
action.review.logical.mistakes title	2
title logical	2
logical inconsistencies	2
inconsistencies output-action	2
none prompt	2
given content	2
inconsistency mistakes	2
prompt file	2
choice-type single-choice	2
single-choice alternate-values	2
various editor	2
alternate values	2
check boxes	2
chinese simplified	2 *
insert-modes xpath-condition	2
target-location shortdesc)[1	2
shortdesc)[1 action	2
action replace	2
replace target-location	2
target-location title)[1	2
title)[1 action	2
engine name	2
parameters engine	2
model id	2
find related	2
ref search_project_resources	2
search_project_resources ref	2
site id	2 *
title insert	2
selection document	2
prefers sending	2
none description	2
description generate	2
action performs	2
action sends	2
received response	2
bold element	2
insert inserts	2
created document	2
title schematron	2
node relative	2
action parameter	2
actions e.g	2
boolean parameter	2
left vertical	2
ref get_current_document_text	2
change content	2
application gathers	2
oxygen 28.1	2
files feature	2
numbers included	2
newer content	2
fusion 8.1	2
precise matches	2
searched text	2
setting file	2
fusion retrieves	2
components e.g	2
code defined	2
attributes groups	2
structure shows	2
provides context	2
ai understand	2
e.g uicontrol	2
version 27	2
reports error	2
description defined	2
xml operation	2
fusion uses	2
user approval	2
various service-related	2
service-related connection	2
