dita maps manager	372 *
command line type	2
line type sh	2
type sh oxygen.shsh	2
syncrosvnclient.sh this file	2
folder to license	2
application make sure	2
sure you allocate	2
allocate sufficient memory	2
avoid performance issues	2
issues with large	2
visually edit xml	2
wysiwyg word processor	2
support for visually	2
commonly used xml	2
vocabularies in author	2
mode including dita	2
xhtml adding text	2
adding text content	2
simple as doing	2
standard text editor	2
output tables images	2
images and media	2
author mode section	2
decorate the elements	2
create backup copies	2
copies of modified	2
required to create	2
create the backup	2
option you chose	2
list of extensions	2
use the editedit	2
edit archive extension	2
archive extension mappings	2
form transformation scenariosjson	2
xquery scenario use	2
xquery both methods	2
web author vs	2
distributions oxygen xml	2
plugin and framework	2
types of distributions	2
install your plugin	2
use a solution	2
example the file	2
directory oxygen data	2
container for example	2
managing multiple css	2
styles as layers	2
extend the framework	2
css styles css	2
styles css files	2
box to manage	2
shows the path	2
activate any number	2
adding an extra	2
customize the dita	2
preferences preferencesspell check	2
dictionaries this page	2
files that uses	2
uses the hunspell	2
hunspell spell checking	2
default folder displays	2
stored include dictionaries	2
default ones consider	2
default and custom	2
locations and multiple	2
language are merged	2
merged for example	2
location is merged	2
dictionary file one	2
two-letter language code	2
dictionaries for example	2
existing generic dictionary	2
dictionary will simply	2
additional location contains	2
name as one	2
location takes precedence	2
saved by default	2
default the target	2
application preferences folder	2
delete learned words	2 *
dictionaries term lists	2
view in oxygen	2
file for filtering	2
send the task	2
merge proposed changes	2
task manager toolbar	2
references to external	2
open a manage	2
manage files dialog	2
title will help	2
help you differentiate	2
differentiate between multiple	2
references and defined	2
resolved and displayed	2
select a map	2
specifying the root	2
uploaded dita topics	2
topics is filtered	2
drag a ditaval	2
choose ditaval button	2
manager the corresponding	2
corresponding ditaval file	2
automatically be selected	2
include all files	2
button to preview	2
preview the referenced	2
interface the amount	2
finish the task	2
files are uploaded	2
long when uploading	2
contains dita files	2
files explicitly selected	2
task also contains	2
indirectly for large	2
time to upload	2
upload to improve	2
improve the loading	2
connector and enable	2
enable the upload	2
upload only resources	2
enabled only resources	2
topics and images	2
review are uploaded	2
some limitations references	2
use the conkeyref	2
use the xref	2
uploaded and reviewers	2
reviewers can open	2
reviewed is large	2
large the upload	2
define and manage	2
manage apache subversion	2
subversion repository locations	2
revision number commit	2
edit various types	2
image preview panel	2 *
operation in progress	2
default css rules	2
display:block margin-top 1.33em	2
margin-top 1.33em margin-bottom	2
1.33em margin-bottom 1.33em	2
server and individual	2
individual users consume	2
users consume license	2
consume license seats	2
browsers for example	2
firefox and chrome	2
svg files svg	2
svg scalable vector	2
scalable vector graphics	2
key features include	2
xml catalog resolves	2
supports svg 1.1	2
render svg images	2
use svg templates	2
cover pagesvg templates	2
custom cover page	2
elements are inserted	2
id="taskbook booktitle booklibrary>retro	2
booklibrary>retro tools</booklibrary mainbooktitle>product	2
tools</booklibrary mainbooktitle>product tasks</mainbooktitle	2
mainbooktitle>product tasks</mainbooktitle booktitlealt>tasks	2
do</booktitlealt booktitle bookmeta	2
booktitle bookmeta author>howe	2
bookmeta author>howe tuduit</author	2
author>howe tuduit</author critdates	2
tuduit</author critdates created	2
tools inc.</organization bookowner	2
inc.</organization bookowner bookrights	2
bookowner bookrights bookmeta	2
bookmeta div class	2
class topic/author author">howe	2
topic/author author">howe tuduit</div	2
author">howe tuduit</div div	2
tuduit</div div class	2
class topic/revised revised"></div	2
topic/revised revised"></div div	2
bookrights div class	2
class topic/ph bookmap/year	2
topic/ph bookmap/year ph	2
bookowner div class	2
example named cover.template.svg	2
cover.template.svg should display	2
0 610 790	2
1 419.998 615.9277	2
419.998 615.9277 class="st2	2
615.9277 class="st2 st5	2
st5 st6 contains(@class	2
contains(@class bookmap/bookmeta')]/*[contains(@class topic/author	2 *
bookmap/bookmeta')]/*[contains(@class topic/author text	2
text text transform="matrix(1	2
bookmap/bookmeta')]/*[contains(@class bookmap/bookrights contains(@class	2
svg xpath expressions	2
template is open	2
author mode xpath	2
mode xpath expressions	2
builder view xpath	2
expressions are supported	2
received the svg	2
image from someone	2
someone else e.g	2
e.g a graphics	2
designer make sure	2
converted to glyph	2
element the svg	2
svg text element	2
overflows the image	2
consider using multiple	2
multiple text elements	2
evolved xpath expressions	2
expressions for example	2
function to place	2
text on multiple	2
ask a designer	2
designer to fill	2
fill the image	2
image with some	2
svg the designer	2
designer could place	2
stylesheet should declare	2
transformation the final	2
final document cover	2
cover will look	2
support pasting content	2
content smart paste	2
string will automatically	2
paste copied content	2
shortcut keys shortcut	2
numerous shortcut keys	2
shortcut keys preference	2
keys preference page	2
page for information	2
configure shortcut keys	2
keys in action	2
shortcut keys description	2
opens the in-place	2
beginning ctrl home	2
ctrl home command	2
home command home	2
document check spelling	2
check spelling f7	2
spell checking dialog	2
checking dialog box	2
dialog box content	2
box content completion	2
content completion new	2
author mode opens	2
mode moves cursor	2
f9 create bookmark	2
word ctrl delete	2
ctrl delete command	2
delete command delete	2
word or whitespace	2
ctrl backspace command	2
backspace command backspace	2
alt shift x	2 *
lines up text	2
mode ctrl shift	2
ctrl shift uparrow	2 *
shift uparrow option	2
uparrow option shift	2
option shift uparrow	2 *
duplicate lines down	2 *
lines down text	2
down text mode	2
ctrl shift downarrow	2 *
shift downarrow option	2
downarrow option shift	2
option shift downarrow	2 *
selection or line	2
end ctrl end	2
ctrl end command	2
end command end	2
exit ctrl q	2
exit the application	2 *
find ctrl f	2
f opens find/replace	2
opens find/replace dialog	2
find next f3	2
f3 command g	2
last searched term	2
find previous shift	2
previous shift f3	2
shift f3 command	2
f3 command shift	2
f1 opens help	2
opens help documentation	2 *
ctrl shift p	2 *
left ctrl alt	2
ctrl alt comma	2 *
right ctrl alt	2
ctrl alt period	2 *
move node down	2
alt downarrow option	2
downarrow option downarrow	2
option downarrow moves	2
xml node down	2
ctrl alt downarrow	2 *
alt downarrow command	2
downarrow command option	2
command option downarrow	2 *
alt uparrow option	2
uparrow option uparrow	2
option uparrow moves	2
ctrl alt uparrow	2 *
alt uparrow command	2
uparrow command option	2
command option uparrow	2 *
ctrl n command	2
n command n	2
ctrl rightarrow command	2
rightarrow command rightarrow	2
resource ctrl shift	2
ctrl leftarrow command	2
leftarrow command leftarrow	2
navigates to previous	2
alt 1 command	2
1 command option	2
command option 1	2 *
alt shift f	2 *
opens the quick	2
ctrl shift z	2 *
command shift z	2 *
ctrl f7 command	2
f7 command f7	2
ctrl alt t	2 *
alt t command	2
current document save	2
scroll down ctrl	2
content of element	2
selects the content	2
element in author	2
shift tab shift	2
tab shift tab	2 *
tab author mode	2
author mode moves	2
xml node text	2
node text mode	2
mode shifts content	2
alt shift d	2 *
shift d ctrl	2
d ctrl option	2
ctrl option d	2 *
ctrl tab ctrl	2
tab ctrl shift	2
ctrl shift t	2 *
shift t command	2
t command shift	2
command shift t	2 *
box for selecting	2
u underlines selected	2
underlines selected content	2 *
opens the url	2
command numpad zooms	2
problems with keyboard	2
shortcuts not working	2
working as expected	2
one line ctrl	2
down one line	2
one character ctrl	2
mode delete character	2
text mode insert	2
updates the directory	2
direct child directories	2
copy the value	2
top left corner	2
directory is limited	2
limited to direct	2
svn information dialog	2
wrap scientific numbers	2
table cells xsl:template	2
xsl:value-of select xsl:non-matching-substring	2
select xsl:non-matching-substring xsl:analyze-string	2
headerdynamic images footerdynamic	2
images footerdynamic images	2
place an image	2
define a string-set	2
toc depth changing	2
css that hides	2
class toc/toc class	2
editor variables custom	2
variables custom editor	2
transformation scenario validation	2
displays a table	2
define your custom	2
editor variables table	2
possible values xpath	2
values xpath relative	2
xpath relative xpath	2
xpath expression identifying	2
xpath expression id	2
track changes initial	2
changes initial state	2
track changes state	2
integration server integration	2
jenkins or travis	2
node that contains	2
parent and child	2
currently selected cell	2
selected fragments use	2
paste pastes copied	2
paste as child	2 *
data into grid	2
matrix of values	2
insert new cells	2
row or insert	2
useful for example	2
mode actions jats	2
jats toolbar actions	2 *
boxed text inserts	2
display quote inserts	2
figure graphic figure	2
graphic figure inserts	2
selections italic surrounds	2
selections underline surrounds	2
position insert entity	2
drop location dragging	2
dragging an image	2
file system application	2
system application windows	2
